station_name,latitude,longitude,business_name,review_count,rating,categories,price,phone,distance,address,source
Yaletown-Roundhouse Station,49.274566,-123.121817,La Terrazza,,,Italian Restaurant,,,220.0,1088 Cambie St,FourSquare
Yaletown-Roundhouse Station,49.274566,-123.121817,OEB Breakfast Co,,,Dining and Drinking,,,218.0,1137 Marinaside Cres,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,Jam Cafe,,,Coffee Shop,,,71.0,556 Beatty St,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,Queen Elizabeth Theatre,,,Music Venue,,,196.0,600 Block Hamilton St,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,Meat & Bread,,,Bakery,,,328.0,370 Cambie St,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,Fanny Bay Oyster Bar & Shellfish Market,,,Seafood Restaurant,,,321.0,762 Cambie St,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,Nemesis Coffee,,,Coffee Shop,,,336.0,302 W Hastings St,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,White Spot Dunsmuir,,,Dining and Drinking,,,352.0,405 Dunsmuir St,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,Nuba,,,Lebanese Restaurant,,,338.0,207B W Hastings St,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,The Paper Hound Bookshop,,,Bookstore,,,340.0,344 Pender St W,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,BC Place,,,Stadium,,,361.0,777 Pacific Blvd,FourSquare
Dunsmuir & Beatty,49.279764,-123.110154,Vancouver Public Library,,,Library,,,381.0,350 Georgia St W,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Indian Roti Kitchen,,,Indian Restaurant,,,220.0,2961 Cambie St,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Passion8 Dessert Cafe,,,Café,,,265.0,3010 Cambie St,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Winona Park,,,Landmarks and Outdoors,,,268.0,400 W 59th Ave,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,La Taqueria Pinche Taco Shop,,,Taco Restaurant,,,344.0,2450 Yukon St,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Vij's,,,Indian Restaurant,,,359.0,3106 Cambie St,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Whole Foods,,,Retail,,,393.0,510 8th Ave W,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Elysian Coffee Broadway,,,Coffee Shop,,,386.0,590 Broadway W,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Rogue Kitchen & Wetbar,,,Bar,,,411.0,602W Broadway W,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Milano Coffee,,,Coffee Shop,,,491.0,156 8th Ave W,FourSquare
12th & Yukon (City Hall),49.260599,-123.113504,Caffe Cittadella,,,Coffee Shop,,,523.0,2310 Ash St,FourSquare
8th & Ash,49.264215,-123.117772,Caffe Cittadella,,,Coffee Shop,,,81.0,2310 Ash St,FourSquare
8th & Ash,49.264215,-123.117772,Rogue Kitchen & Wetbar,,,Bar,,,121.0,602W Broadway W,FourSquare
8th & Ash,49.264215,-123.117772,Elysian Coffee Broadway,,,Coffee Shop,,,132.0,590 Broadway W,FourSquare
8th & Ash,49.264215,-123.117772,Whole Foods,,,Retail,,,188.0,510 8th Ave W,FourSquare
8th & Ash,49.264215,-123.117772,Dynasty Seafood Restaurant 皇朝海鮮酒家,,,Chinese Restaurant,,,271.0,777 Broadway W,FourSquare
8th & Ash,49.264215,-123.117772,La Taqueria Pinche Taco Shop,,,Taco Restaurant,,,381.0,2450 Yukon St,FourSquare
8th & Ash,49.264215,-123.117772,Winona Park,,,Landmarks and Outdoors,,,358.0,400 W 59th Ave,FourSquare
8th & Ash,49.264215,-123.117772,Solly's Bagelry,,,Bakery,,,408.0,368 7th Ave W,FourSquare
8th & Ash,49.264215,-123.117772,Hot Pink,,,Art Gallery,,,452.0,2075 Yukon St,FourSquare
8th & Ash,49.264215,-123.117772,Body Energy Club,,,Dining and Drinking,,,393.0,555 12th Ave W,FourSquare
Spyglass & Seawall,49.270877,-123.115103,Cooper's Park,,,Dog Park,,,299.0,1020 Marinaside Cres,FourSquare
Spyglass & Seawall,49.270877,-123.115103,OEB Breakfast Co,,,Dining and Drinking,,,418.0,1137 Marinaside Cres,FourSquare
Spyglass & Seawall,49.270877,-123.115103,Hinge Park,,,Park,,,379.0,Columbia St,FourSquare
Spyglass & Seawall,49.270877,-123.115103,Provence Marinaside,,,French Restaurant,,,419.0,1177 Marinaside Cres,FourSquare
Spyglass & Seawall,49.270877,-123.115103,Nook,,,Italian Restaurant,,,448.0,195 2nd Ave W,FourSquare
Spyglass & Seawall,49.270877,-123.115103,Hot Pink,,,Art Gallery,,,472.0,2075 Yukon St,FourSquare
Spyglass & Seawall,49.270877,-123.115103,JJ Bean Coffee Roasters,,,Coffee Shop,,,450.0,188 1st Ave W,FourSquare
Spyglass & Seawall,49.270877,-123.115103,La Terrazza,,,Italian Restaurant,,,520.0,1088 Cambie St,FourSquare
Spyglass & Seawall,49.270877,-123.115103,Honey Salt,,,Restaurant,,,504.0,39 Smithe St,FourSquare
Spyglass & Seawall,49.270877,-123.115103,Passione Gelato,,,Gelato Shop,,,556.0,55 Smithe St,FourSquare
Stamps Landing,49.26893,-123.11813,Hot Pink,,,Art Gallery,,,436.0,2075 Yukon St,FourSquare
Stamps Landing,49.26893,-123.11813,Caffe Cittadella,,,Coffee Shop,,,474.0,2310 Ash St,FourSquare
Stamps Landing,49.26893,-123.11813,OEB Breakfast Co,,,Dining and Drinking,,,502.0,1137 Marinaside Cres,FourSquare
Stamps Landing,49.26893,-123.11813,Charleson Park,,,Park,,,519.0,999 Charleson St,FourSquare
Stamps Landing,49.26893,-123.11813,Provence Marinaside,,,French Restaurant,,,499.0,1177 Marinaside Cres,FourSquare
Stamps Landing,49.26893,-123.11813,David Lam Park,,,Park,,,588.0,1300 Pacific Blvd,FourSquare
Stamps Landing,49.26893,-123.11813,Cooper's Park,,,Dog Park,,,585.0,1020 Marinaside Cres,FourSquare
Stamps Landing,49.26893,-123.11813,The Beaumont Studios,,,Art Gallery,,,579.0,316W 5th Ave W,FourSquare
Stamps Landing,49.26893,-123.11813,Whole Foods,,,Retail,,,591.0,510 8th Ave W,FourSquare
Stamps Landing,49.26893,-123.11813,La Terrazza,,,Italian Restaurant,,,663.0,1088 Cambie St,FourSquare
Ontario & Seawall,49.271721,-123.104207,Seaside Seawall,,,Hiking Trail,,,74.0,Quebec St,FourSquare
Ontario & Seawall,49.271721,-123.104207,Terra Breads,,,Bakery,,,205.0,1605 Manitoba St,FourSquare
Ontario & Seawall,49.271721,-123.104207,Tap & Barrel,,,Gastropub,,,135.0,75 Athletes Way,FourSquare
Ontario & Seawall,49.271721,-123.104207,Legacy Liquor Store,,,Beer Store,,,208.0,1633 Manitoba St,FourSquare
Ontario & Seawall,49.271721,-123.104207,CRAFT Beer Market Vancouver,,,Beer Garden,,,205.0,85 1st Ave W,FourSquare
Ontario & Seawall,49.271721,-123.104207,Amato Gelato Cafe,,,Ice Cream Parlor,,,203.0,78 1st Ave E,FourSquare
Ontario & Seawall,49.271721,-123.104207,Tractor Foods - Olympic Village,,,Salad Restaurant,,,261.0,1751 Quebec St,FourSquare
Ontario & Seawall,49.271721,-123.104207,Earnest Ice Cream,,,Ice Cream Parlor,,,330.0,1829 Quebec St,FourSquare
Ontario & Seawall,49.271721,-123.104207,Creekside Park,,,Restaurant,,,332.0,1455 Quebec St,FourSquare
Ontario & Seawall,49.271721,-123.104207,Mountain Equipment Co-Op,,,Outdoor Supply Store,,,303.0,111 2nd Ave E,FourSquare
Canada Place,49.287214,-123.11287,Miku,,,Sushi Restaurant,,,69.0,200 Granville St,FourSquare
Canada Place,49.287214,-123.11287,Granville Square,,,Dentist,,,78.0,200 Granville St,FourSquare
Canada Place,49.287214,-123.11287,Scotiabank,,,Movie Theater,,,172.0,200 Burrard St,FourSquare
Canada Place,49.287214,-123.11287,Mink a Chocolate Cafe  Ltd,,,Chocolate Store,,,203.0,863 Hastings St W,FourSquare
Canada Place,49.287214,-123.11287,The Vancouver Club,,,Structure,,,202.0,915 Hastings St W,FourSquare
Canada Place,49.287214,-123.11287,Breka Bakery & Café,,,Bakery,,,216.0,740 Hastings St W,FourSquare
Canada Place,49.287214,-123.11287,FlyOver Canada,,,Arts and Entertainment,,,259.0,999 Canada Pl Way,FourSquare
Canada Place,49.287214,-123.11287,Steamworks Brewing Co,,,Bar,,,288.0,375 Water St,FourSquare
Canada Place,49.287214,-123.11287,Botanist,,,Restaurant,,,293.0,1038 Canada Pl,FourSquare
Canada Place,49.287214,-123.11287,JJ Bean Coffee Roasters,,,Coffee Shop,,,305.0,353 Burrard St,FourSquare
Granville & Georgia,49.282409,-123.118541,Hawksworth Restaurant,,,Restaurant,,,111.0,801 Georgia St W,FourSquare
Granville & Georgia,49.282409,-123.118541,Vancouver Art Gallery,,,Art Gallery,,,165.0,750 Hornby St,FourSquare
Granville & Georgia,49.282409,-123.118541,Gotham Steakhouse & Cocktail Bar,,,Steakhouse,,,194.0,615 Seymour St,FourSquare
Granville & Georgia,49.282409,-123.118541,The Keg Steakhouse + Bar,,,Restaurant,,,189.0,688 Dunsmuir St,FourSquare
Granville & Georgia,49.282409,-123.118541,Sephora,,,Cosmetics Store,,,197.0,701 Georgia St E,FourSquare
Granville & Georgia,49.282409,-123.118541,Cycle City Tours,,,Bicycle Store,,,203.0,648 Hornby St,FourSquare
Granville & Georgia,49.282409,-123.118541,Cafe Medina,,,Café,,,244.0,780 Richards St,FourSquare
Granville & Georgia,49.282409,-123.118541,Commodore Ballroom,,,Music Venue,,,265.0,838 Granville St,FourSquare
Granville & Georgia,49.282409,-123.118541,Kokoro Tokyo Mazesoba,,,Ramen Restaurant,,,268.0,551 Seymour St,FourSquare
Granville & Georgia,49.282409,-123.118541,The Orpheum,,,Music Venue,,,282.0,601 Smithe St,FourSquare
Pender & Burrard,49.287097,-123.118551,JJ Bean Coffee Roasters,,,Coffee Shop,,,118.0,353 Burrard St,FourSquare
Pender & Burrard,49.287097,-123.118551,Botanist,,,Restaurant,,,185.0,1038 Canada Pl,FourSquare
Pender & Burrard,49.287097,-123.118551,Cactus Club Cafe Bentall 5,,,American Restaurant,,,175.0,588 Burrard St,FourSquare
Pender & Burrard,49.287097,-123.118551,The Vancouver Club,,,Structure,,,212.0,915 Hastings St W,FourSquare
Pender & Burrard,49.287097,-123.118551,Mink a Chocolate Cafe  Ltd,,,Chocolate Store,,,237.0,863 Hastings St W,FourSquare
Pender & Burrard,49.287097,-123.118551,Scotiabank,,,Movie Theater,,,257.0,200 Burrard St,FourSquare
Pender & Burrard,49.287097,-123.118551,Hy's Steakhouse & Cocktail Bar,,,Steakhouse,,,260.0,637 Hornby St,FourSquare
Pender & Burrard,49.287097,-123.118551,Cactus Club Cafe,,,American Restaurant,,,280.0,1085 Canada Pl,FourSquare
Pender & Burrard,49.287097,-123.118551,Breka Bakery & Café,,,Bakery,,,320.0,740 Hastings St W,FourSquare
Pender & Burrard,49.287097,-123.118551,Cycle City Tours,,,Bicycle Store,,,327.0,648 Hornby St,FourSquare
Marinaside & Davie,49.273471,-123.118016,OEB Breakfast Co,,,Dining and Drinking,,,102.0,1137 Marinaside Cres,FourSquare
Marinaside & Davie,49.273471,-123.118016,Provence Marinaside,,,French Restaurant,,,108.0,1177 Marinaside Cres,FourSquare
Marinaside & Davie,49.273471,-123.118016,La Terrazza,,,Italian Restaurant,,,167.0,1088 Cambie St,FourSquare
Marinaside & Davie,49.273471,-123.118016,Minami Restaurant,,,Sushi Restaurant,,,283.0,1118 Mainland St,FourSquare
Marinaside & Davie,49.273471,-123.118016,Cooper's Park,,,Dog Park,,,285.0,1020 Marinaside Cres,FourSquare
Marinaside & Davie,49.273471,-123.118016,Angus T,,,Bakery,,,298.0,1036 Mainland St,FourSquare
Marinaside & Davie,49.273471,-123.118016,Mister,,,Ice Cream Parlor,,,312.0,1141 Mainland St,FourSquare
Marinaside & Davie,49.273471,-123.118016,MeeT in Yaletown,,,Vegan and Vegetarian Restaurant,,,319.0,1165 Mainland St,FourSquare
Marinaside & Davie,49.273471,-123.118016,Tacofino,,,Taco Restaurant,,,356.0,1025 Mainland St,FourSquare
Marinaside & Davie,49.273471,-123.118016,The Flying Pig Yaletown,,,Restaurant,,,346.0,1168 Hamilton St,FourSquare
Robson & Hornby,49.282758,-123.122092,Lululemon Athletica,,,Clothing Store,,,56.0,1148 Robson St,FourSquare
Robson & Hornby,49.282758,-123.122092,Vancouver Art Gallery,,,Art Gallery,,,108.0,750 Hornby St,FourSquare
Robson & Hornby,49.282758,-123.122092,Rocky Mountain Chocolate Factory,,,Candy Store,,,125.0,1017 Robson St,FourSquare
Robson & Hornby,49.282758,-123.122092,Boulevard Kitchen & Oyster Bar,,,French Restaurant,,,133.0,845 Burrard St,FourSquare
Robson & Hornby,49.282758,-123.122092,Indigo - Robson,,,Bookstore,,,173.0,1033 Robson St,FourSquare
Robson & Hornby,49.282758,-123.122092,Hawksworth Restaurant,,,Restaurant,,,223.0,801 Georgia St W,FourSquare
Robson & Hornby,49.282758,-123.122092,Le Crocodile Restaurant,,,French Restaurant,,,228.0,100A90 Burrard St,FourSquare
Robson & Hornby,49.282758,-123.122092,Thierry,,,Dessert Shop,,,226.0,1059 Alberni St,FourSquare
Robson & Hornby,49.282758,-123.122092,Coast Restaurant,,,Seafood Restaurant,,,230.0,1054 Alberni St,FourSquare
Robson & Hornby,49.282758,-123.122092,Commodore Ballroom,,,Music Venue,,,262.0,838 Granville St,FourSquare
Hornby & Pender,49.28602,-123.116624,Mink a Chocolate Cafe  Ltd,,,Chocolate Store,,,99.0,863 Hastings St W,FourSquare
Hornby & Pender,49.28602,-123.116624,The Vancouver Club,,,Structure,,,126.0,915 Hastings St W,FourSquare
Hornby & Pender,49.28602,-123.116624,Breka Bakery & Café,,,Bakery,,,144.0,740 Hastings St W,FourSquare
Hornby & Pender,49.28602,-123.116624,JJ Bean Coffee Roasters,,,Coffee Shop,,,170.0,353 Burrard St,FourSquare
Hornby & Pender,49.28602,-123.116624,Cactus Club Cafe Bentall 5,,,American Restaurant,,,169.0,588 Burrard St,FourSquare
Hornby & Pender,49.28602,-123.116624,Sephora,,,Cosmetics Store,,,231.0,701 Georgia St E,FourSquare
Hornby & Pender,49.28602,-123.116624,Scotiabank,,,Movie Theater,,,217.0,200 Burrard St,FourSquare
Hornby & Pender,49.28602,-123.116624,Hy's Steakhouse & Cocktail Bar,,,Steakhouse,,,230.0,637 Hornby St,FourSquare
Hornby & Pender,49.28602,-123.116624,Botanist,,,Restaurant,,,242.0,1038 Canada Pl,FourSquare
Hornby & Pender,49.28602,-123.116624,Cycle City Tours,,,Bicycle Store,,,276.0,648 Hornby St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Vancouver Public Library,,,Library,,,66.0,350 Georgia St W,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Cafe Medina,,,Café,,,95.0,780 Richards St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Fanny Bay Oyster Bar & Shellfish Market,,,Seafood Restaurant,,,199.0,762 Cambie St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Lupo Restaurant & Vinoteca,,,Italian Restaurant,,,190.0,869 Hamilton St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Homer St. Cafe and Bar,,,Restaurant,,,202.0,898 Homer St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Queen Elizabeth Theatre,,,Music Venue,,,265.0,600 Block Hamilton St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,The Orpheum,,,Music Venue,,,287.0,601 Smithe St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,White Spot Dunsmuir,,,Dining and Drinking,,,317.0,405 Dunsmuir St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Gotham Steakhouse & Cocktail Bar,,,Steakhouse,,,342.0,615 Seymour St,FourSquare
Homer & Robson (Vancouver Public Library),49.279739,-123.116251,Commodore Ballroom,,,Music Venue,,,344.0,838 Granville St,FourSquare
Beatty & Nelson,49.275679,-123.116963,La Terrazza,,,Italian Restaurant,,,160.0,1088 Cambie St,FourSquare
Beatty & Nelson,49.275679,-123.116963,Tacofino,,,Taco Restaurant,,,216.0,1025 Mainland St,FourSquare
Beatty & Nelson,49.275679,-123.116963,Angus T,,,Bakery,,,212.0,1036 Mainland St,FourSquare
Beatty & Nelson,49.275679,-123.116963,Passione Gelato,,,Gelato Shop,,,224.0,55 Smithe St,FourSquare
Beatty & Nelson,49.275679,-123.116963,The Keg Steakhouse + Bar - Yaletown,,,Restaurant,,,214.0,1011 Mainland St,FourSquare
Beatty & Nelson,49.275679,-123.116963,Minami Restaurant,,,Sushi Restaurant,,,281.0,1118 Mainland St,FourSquare
Beatty & Nelson,49.275679,-123.116963,Lupo Restaurant & Vinoteca,,,Italian Restaurant,,,275.0,869 Hamilton St,FourSquare
Beatty & Nelson,49.275679,-123.116963,Blue Water Cafe + Raw Bar,,,Seafood Restaurant,,,304.0,1095 Hamilton St,FourSquare
Beatty & Nelson,49.275679,-123.116963,Cooper's Park,,,Dog Park,,,321.0,1020 Marinaside Cres,FourSquare
Beatty & Nelson,49.275679,-123.116963,OEB Breakfast Co,,,Dining and Drinking,,,311.0,1137 Marinaside Cres,FourSquare
Abbott & Cordova,49.282759,-123.106955,Gringo,,,Tex-Mex Restaurant,,,140.0,27 Trounce Alley,FourSquare
Abbott & Cordova,49.282759,-123.106955,MeeT in Gastown,,,Vegan and Vegetarian Restaurant,,,163.0,12 Water St,FourSquare
Abbott & Cordova,49.282759,-123.106955,Meat & Bread,,,Bakery,,,173.0,370 Cambie St,FourSquare
Abbott & Cordova,49.282759,-123.106955,Revolver,,,Café,,,190.0,325 Cambie St,FourSquare
Abbott & Cordova,49.282759,-123.106955,Pourhouse Restaurant,,,Restaurant,,,182.0,162 Water St,FourSquare
Abbott & Cordova,49.282759,-123.106955,John Fluevog Boots & Shoes Ltd,,,Shoe Store,,,157.0,65 Water St,FourSquare
Abbott & Cordova,49.282759,-123.106955,The Old Spaghetti Factory,,,Italian Restaurant,,,168.0,53 Water St,FourSquare
Abbott & Cordova,49.282759,-123.106955,Nelson the Seagull,,,Bakery,,,185.0,315 Carrall St,FourSquare
Abbott & Cordova,49.282759,-123.106955,Nuba,,,Lebanese Restaurant,,,191.0,207B W Hastings St,FourSquare
Abbott & Cordova,49.282759,-123.106955,Pidgin,,,Restaurant,,,202.0,350 Carrall St,FourSquare
Comox & Denman,49.288444,-123.139203,Banana Leaf,,,Malay Restaurant,,,55.0,1096 Denman St,FourSquare
Comox & Denman,49.288444,-123.139203,Brandon & Joanny's NOFRILLS Vancouver,,,Grocery Store,,,13.0,1030 Denman St,FourSquare
Comox & Denman,49.288444,-123.139203,Espana,,,Mediterranean Restaurant,,,88.0,1118 Denman St,FourSquare
Comox & Denman,49.288444,-123.139203,Peaked Pies,,,Australian Restaurant,,,142.0,975 Denman St,FourSquare
Comox & Denman,49.288444,-123.139203,Ayoub's Dried Fruits & Nuts,,,Grocery Store,,,139.0,986 Denman St,FourSquare
Comox & Denman,49.288444,-123.139203,A-maze-ing Laughter,,,Sculpture Garden,,,196.0,1800 Morton Ave,FourSquare
Comox & Denman,49.288444,-123.139203,Eye Kandee Lingerie,,,Clothing Store,,,265.0,1685 Davie St,FourSquare
Comox & Denman,49.288444,-123.139203,Starbucks,,,Coffee Shop,,,215.0,1795 Davie St,FourSquare
Comox & Denman,49.288444,-123.139203,English Bay Bike Rentals Inc,,,Bicycle Store,,,241.0,1754 Davie St,FourSquare
Comox & Denman,49.288444,-123.139203,Kingyo Izakaya 金魚居酒屋,,,Sushi Restaurant,,,293.0,871 Denman St,FourSquare
Cordova & Bute,49.289124,-123.12196,Harbour Green Park,,,Park,,,30.0,1187A1 W Cordova St,FourSquare
Cordova & Bute,49.289124,-123.12196,Coal Harbour Seawall,,,Waterfront,,,265.0,W Cordova St,FourSquare
Cordova & Bute,49.289124,-123.12196,Cactus Club Cafe,,,American Restaurant,,,288.0,1085 Canada Pl,FourSquare
Cordova & Bute,49.289124,-123.12196,49th Parallel Café & Lucky's Doughnuts - THURLOW,,,Dining and Drinking,,,348.0,689 Thurlow St,FourSquare
Cordova & Bute,49.289124,-123.12196,Tap & Barrel,,,Bar,,,373.0,1055 Canada Pl,FourSquare
Cordova & Bute,49.289124,-123.12196,JJ Bean Coffee Roasters,,,Coffee Shop,,,397.0,353 Burrard St,FourSquare
Cordova & Bute,49.289124,-123.12196,Botanist,,,Restaurant,,,399.0,1038 Canada Pl,FourSquare
Cordova & Bute,49.289124,-123.12196,Muji 無印良品,,,Miscellaneous Store,,,482.0,1125 Robson St,FourSquare
Cordova & Bute,49.289124,-123.12196,Cactus Club Cafe Bentall 5,,,American Restaurant,,,458.0,588 Burrard St,FourSquare
Cordova & Bute,49.289124,-123.12196,Joe Fortes Seafood & Chop House,,,Seafood Restaurant,,,489.0,777 Thurlow St,FourSquare
Hornby & Nelson,49.28062,-123.12482,Pallet Coffee Roasters,,,Coffee Shop,,,110.0,980 Howe St,FourSquare
Hornby & Nelson,49.28062,-123.12482,Le Crocodile Restaurant,,,French Restaurant,,,219.0,100A90 Burrard St,FourSquare
Hornby & Nelson,49.28062,-123.12482,The Mexican,,,Mexican Restaurant,,,214.0,1049 Granville St,FourSquare
Hornby & Nelson,49.28062,-123.12482,MarketPlace IGA,,,Grocery Store,,,177.0,909 Burrard St,FourSquare
Hornby & Nelson,49.28062,-123.12482,Commodore Ballroom,,,Music Venue,,,288.0,838 Granville St,FourSquare
Hornby & Nelson,49.28062,-123.12482,The Pawn Shop,,,Taco Restaurant,,,281.0,1117 Granville St,FourSquare
Hornby & Nelson,49.28062,-123.12482,Boulevard Kitchen & Oyster Bar,,,French Restaurant,,,275.0,845 Burrard St,FourSquare
Hornby & Nelson,49.28062,-123.12482,Nero Belgian Waffle Bar,,,Dessert Shop,,,323.0,1002 Seymour St,FourSquare
Hornby & Nelson,49.28062,-123.12482,Lululemon Athletica,,,Clothing Store,,,305.0,1148 Robson St,FourSquare
Hornby & Nelson,49.28062,-123.12482,The Orpheum,,,Music Venue,,,340.0,601 Smithe St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,Breka Bakery & Cafe,,,Bakery,,,171.0,855 Davie St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,The Pawn Shop,,,Taco Restaurant,,,272.0,1117 Granville St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,Pallet Coffee Roasters,,,Coffee Shop,,,267.0,980 Howe St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,The Mexican,,,Mexican Restaurant,,,286.0,1049 Granville St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,Le Crocodile Restaurant,,,French Restaurant,,,335.0,100A90 Burrard St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,Thai Basil Restaurant,,,Thai Restaurant,,,291.0,1215 Thurlow St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,MarketPlace IGA,,,Grocery Store,,,315.0,909 Burrard St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,Earls,,,Restaurant,,,330.0,905 Hornby St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,Nelson Park,,,Park,,,343.0,1030 Bute St,FourSquare
Helmcken & Burrard,49.279938,-123.127478,Vancity Theatre,,,Movie Theater,,,373.0,1181 Seymour St,FourSquare
Pacific & Richards,49.273663,-123.127075,Matchstick Coffee Roasters,,,Café,,,102.0,1328 Richards St,FourSquare
Pacific & Richards,49.273663,-123.127075,George Wainborn Park,,,Playground,,,221.0,450 Beach Cres,FourSquare
Pacific & Richards,49.273663,-123.127075,David Lam Park,,,Park,,,246.0,1300 Pacific Blvd,FourSquare
Pacific & Richards,49.273663,-123.127075,Seawall Yaletown,,,Waterfront,,,264.0,Pacific Blvd,FourSquare
Pacific & Richards,49.273663,-123.127075,Cactus Club Cafe Yaletown,,,American Restaurant,,,352.0,357 Davie St,FourSquare
Pacific & Richards,49.273663,-123.127075,Hapa Izakaya,,,Bar,,,359.0,1193 Hamilton St,FourSquare
Pacific & Richards,49.273663,-123.127075,Ancora Waterfront Dining and Patio,,,Mediterranean Restaurant,,,399.0,1600 Howe St,FourSquare
Pacific & Richards,49.273663,-123.127075,The Flying Pig Yaletown,,,Restaurant,,,404.0,1168 Hamilton St,FourSquare
Pacific & Richards,49.273663,-123.127075,Mister,,,Ice Cream Parlor,,,434.0,1141 Mainland St,FourSquare
Pacific & Richards,49.273663,-123.127075,MeeT in Yaletown,,,Vegan and Vegetarian Restaurant,,,414.0,1165 Mainland St,FourSquare
Chilco & Beach,49.28972,-123.144028,Stanley Park English Bay Seawall,,,Hiking Trail,,,201.0,Beach Ave,FourSquare
Chilco & Beach,49.28972,-123.144028,A-maze-ing Laughter,,,Sculpture Garden,,,297.0,1800 Morton Ave,FourSquare
Chilco & Beach,49.28972,-123.144028,Espana,,,Mediterranean Restaurant,,,324.0,1118 Denman St,FourSquare
