station_name,latitude,longitude,business_name,review_count,rating,categories,price,phone,distance,address
Yaletown-Roundhouse Station,49.274566,-123.121817,Minami,784,4.2,"Japanese, Sushi Bars",$$$,16046858080,106.4042906,1118 Mainland Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Blue Water Cafe,1108,4.4,Seafood,$$$$,16046888078,190.5022129,1095 Hamilton St
Yaletown-Roundhouse Station,49.274566,-123.121817,Robba da Matti,516,4.2,"Italian, Tapas Bars",$$,16045581174,108.8987889,1127 Mainland Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Rodney's Oyster House,851,4,Seafood,$$,16046090080,103.4022888,1228 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Cioppino's Mediterranean Grill,206,4.2,"Mediterranean, Italian",$$$$,16046887466,106.3153265,1133 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Brix & Mortar,328,4,"Wine Bars, Canadian (New), Venues & Event Spaces",$$$,16049159463,118.9155995,1137 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Elisa,220,4.2,Steakhouses,$$$$,16043625443,159.3636627,1109 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,OEB Breakfast Co. - Yaletown,863,4.3,Breakfast & Brunch,$$,16044233447,222.4819796,1137 Marinaside Crescent
Yaletown-Roundhouse Station,49.274566,-123.121817,Tasty Indian Bistro,236,4.1,Indian,$$,16044233300,158.5350722,1261 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Provence Marinaside,367,3.6,"Seafood, French, Breakfast & Brunch",$$$,16046814144,212.9759249,1177 Marinaside Crescent
Yaletown-Roundhouse Station,49.274566,-123.121817,The Parlour,470,3.9,"Pizza, Lounges, Tapas/Small Plates",$$,16045683322,277.599509,1011 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,The Greek By Anatoli,264,3.8,Greek,$$,16049790700,230.6387448,1043 Mainland Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Lupo,459,4.3,Italian,$$$,16045692535,518.8909272,869 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,MeeT in Yaletown,178,4.1,"Comfort Food, Gluten-Free, Vegetarian",$$,16046961165,32.13664151,1165 Mainland Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Zab Zaab Thai Cuisine,33,4.4,"Thai, Cideries, Cocktail Bars",,16044136999,99.75441776,1211 Hamilton Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Cactus Club Cafe,222,3.7,"Canadian (New), Cocktail Bars",$$$,16046858070,102.313517,357 Davie Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Bistro Sakana,135,3.6,"Japanese, Sushi Bars, Bistros",$$$,16046331280,100.62594,1123 Mainland Street
Yaletown-Roundhouse Station,49.274566,-123.121817,Yaletown Brewing Company,476,3.3,"American, Brewpubs",$$,16046812739,123.7499511,1111 Mainland Street
Yaletown-Roundhouse Station,49.274566,-123.121817,La Terrazza,141,3.5,Italian,$$$,16048994449,233.3305887,1088 Cambie Street
Dunsmuir & Beatty,49.279764,-123.110154,Chambar,1556,4.2,Belgian,$$,16048797119,45.60050722,568 Beatty Street
Dunsmuir & Beatty,49.279764,-123.110154,Jam Cafe on Beatty,1446,4.4,Breakfast & Brunch,$$,17783791992,65.35093517,556 Beatty Street
Dunsmuir & Beatty,49.279764,-123.110154,Fanny Bay Oyster Bar & Shellfish Market,856,4.4,"Seafood, Seafood Markets",$$$,17783799510,314.1769534,762 Cambie St
Dunsmuir & Beatty,49.279764,-123.110154,Tokyo In April,77,4.3,Japanese,$$,16044232779,214.6155616,526 Abbott St
Dunsmuir & Beatty,49.279764,-123.110154,Pizzeria Ludica,191,4,"Pizza, Italian, Tabletop Games",$$,16046695552,124.8452584,189 Keefer Place
Dunsmuir & Beatty,49.279764,-123.110154,Caveman Cafe,279,4.4,"Organic Stores, Salad, Cafes",$$,16043310668,254.0052947,88 W Pender Street
Dunsmuir & Beatty,49.279764,-123.110154,Browns Socialhouse QE Theatre,59,4.3,"Burgers, Gastropubs",$$,16046205545,219.8220116,675 Cambie St
Dunsmuir & Beatty,49.279764,-123.110154,Devil's Elbow Ale & Smoke House,200,3.5,"Gastropubs, Barbeque, Smokehouse",$$,16045590611,55.32099495,562 Beatty Street
Dunsmuir & Beatty,49.279764,-123.110154,Miku,2315,4.4,"Japanese, Sushi Bars",$$$,16045683900,822.1931658,200 Granville Street
Dunsmuir & Beatty,49.279764,-123.110154,TAKO,227,4,"Korean, Mexican",$,17783797010,170.2414374,601 Expo Boulevard
Dunsmuir & Beatty,49.279764,-123.110154,Blue Water Cafe,1108,4.4,Seafood,$$$$,16046888078,888.3787886,1095 Hamilton St
Dunsmuir & Beatty,49.279764,-123.110154,Lupo,459,4.3,Italian,$$$,16045692535,548.153942,869 Hamilton Street
Dunsmuir & Beatty,49.279764,-123.110154,Nuba in Gastown,763,4.1,"Mediterranean, Lebanese",$$$,16046881655,335.4475874,207 W Hastings Street
Dunsmuir & Beatty,49.279764,-123.110154,Tsuki Sushi Bar,201,3.8,"Sushi Bars, Japanese",$$,16045583805,226.1491462,509 Abbott Street
Dunsmuir & Beatty,49.279764,-123.110154,Phnom Penh,1711,4.2,"Cambodian, Vietnamese",$$,16046825777,879.3707367,244 E Georgia Street
Dunsmuir & Beatty,49.279764,-123.110154,Gotham Steakhouse & Bar,436,4.1,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046058282,542.7904802,615 Seymour Street
Dunsmuir & Beatty,49.279764,-123.110154,Sushi Den,173,3.2,"Japanese, Sushi Bars",$$,16046874422,180.9529738,609 Abbott Street
Dunsmuir & Beatty,49.279764,-123.110154,Robba da Matti,516,4.2,"Italian, Tapas Bars",$$,16045581174,921.5985567,1127 Mainland Street
Dunsmuir & Beatty,49.279764,-123.110154,Medina Cafe,2646,4.2,"Breakfast & Brunch, Middle Eastern, Wine Bars",$$,16048793114,504.9113714,780 Richards Street
Dunsmuir & Beatty,49.279764,-123.110154,The Dirty Apron Delicatessen,71,4.5,"Cafes, Delicatessen, Breakfast & Brunch",$$,16048798588,111.1698884,540 Beatty St
12th & Yukon (City Hall),49.260599,-123.113504,iDen & Quan Ju De Beijing Duck House,138,3.5,Chinese,,12364777777,102.5557421,2808 Cambie Street
12th & Yukon (City Hall),49.260599,-123.113504,Indian Roti Kitchen,162,4.5,Indian,$$,16048763767,220.7090959,2961 Cambie Street
12th & Yukon (City Hall),49.260599,-123.113504,Saku,254,4.3,Japanese,$$,16044234600,361.0162339,548 W Broadway
12th & Yukon (City Hall),49.260599,-123.113504,La Taqueria Pinche Taco Shop,686,4.2,Mexican,$$,16045582549,333.8215089,2450 Yukon Street
12th & Yukon (City Hall),49.260599,-123.113504,Passion8 Dessert Cafe,219,4.1,"Desserts, Korean, Coffee & Tea",$$,17783798238,263.890668,3010 Cambie Street
12th & Yukon (City Hall),49.260599,-123.113504,Vij's Restaurant,415,4,Indian,$$$,16047366664,350.1292062,3106 Cambie Street
12th & Yukon (City Hall),49.260599,-123.113504,Marulilu Cafe,291,4,Cafes,$$,16045684211,313.3164035,451 W Broadway
12th & Yukon (City Hall),49.260599,-123.113504,Hokkaido Ramen Santouka,232,4.2,"Noodles, Ramen, Soup",$$,16045651770,368.8291721,558 W Broadway
12th & Yukon (City Hall),49.260599,-123.113504,Sushi California,322,3.6,"Japanese, Sushi Bars",$$,16048738284,279.5899164,388 W Broadway
12th & Yukon (City Hall),49.260599,-123.113504,Menya Raizo,83,3.8,Ramen,$$,16048290697,306.3078634,401 W Broadway
12th & Yukon (City Hall),49.260599,-123.113504,Tropika On Cambie,175,2.9,"Malaysian, Singaporean, Thai",$$,16048796002,227.9327082,2975 Cambie Street
12th & Yukon (City Hall),49.260599,-123.113504,Uma Sushi,123,4.3,"Japanese, Sushi Bars",$$$,16044288588,355.3859302,450 W 8th Avenue
12th & Yukon (City Hall),49.260599,-123.113504,Seaport City Seafood Restaurant,61,4.2,"Dim Sum, Seafood, Cantonese",$$$,16042227288,388.2775146,2425 Cambie Street
12th & Yukon (City Hall),49.260599,-123.113504,Published On Main,140,4.4,"Tapas/Small Plates, Wine Bars, Cocktail Bars",,16044234840,1244.355431,3593 Main Street
12th & Yukon (City Hall),49.260599,-123.113504,Peaceful Restaurant,624,3.7,"Chinese, Noodles",$$,16048799878,341.9731256,110-532 W Broadway
12th & Yukon (City Hall),49.260599,-123.113504,The Firewood Café,122,3.9,Pizza,$$,16048730001,250.8875683,3004 Cambie Street
12th & Yukon (City Hall),49.260599,-123.113504,Anh and Chi,687,4,"Vietnamese, Cocktail Bars",$$$,16048788883,1105.576974,3388 Main Street
12th & Yukon (City Hall),49.260599,-123.113504,Rogue Kitchen & Wetbar,150,3.4,"American, Gastropubs",$$,16045689400,415.3375106,602 West Broadway Avenue
12th & Yukon (City Hall),49.260599,-123.113504,Yu Shang Hot Pot,81,4.3,Hot Pot,,16045646686,924.4230238,202-950 W Broadway
12th & Yukon (City Hall),49.260599,-123.113504,The Golden Horn Turkish Bakery & Cafe,13,4.7,"Coffee & Tea, Bakeries, Cafes",,16045660931,163.5344601,2857 Cambie Street
8th & Ash,49.264215,-123.117772,Saku,254,4.3,Japanese,$$,16044234600,147.271351,548 W Broadway
8th & Ash,49.264215,-123.117772,Hokkaido Ramen Santouka,232,4.2,"Noodles, Ramen, Soup",$$,16045651770,141.5857781,558 W Broadway
8th & Ash,49.264215,-123.117772,Rogue Kitchen & Wetbar,150,3.4,"American, Gastropubs",$$,16045689400,129.9368361,602 West Broadway Avenue
8th & Ash,49.264215,-123.117772,Dynasty Seafood Restaurant,331,3.6,"Dim Sum, Seafood, Cantonese",$$,16048768388,268.5144477,777 W Broadway
8th & Ash,49.264215,-123.117772,Seaport City Seafood Restaurant,61,4.2,"Dim Sum, Seafood, Cantonese",$$$,16042227288,192.9025483,2425 Cambie Street
8th & Ash,49.264215,-123.117772,Cactus Club Cafe,150,3.7,"Canadian (New), Cocktail Bars",$$,16047146000,104.5219065,575 Broadway W
8th & Ash,49.264215,-123.117772,La Taqueria Pinche Taco Shop,686,4.2,Mexican,$$,16045582549,372.6367593,2450 Yukon Street
8th & Ash,49.264215,-123.117772,Peaceful Restaurant,624,3.7,"Chinese, Noodles",$$,16048799878,167.5577402,110-532 W Broadway
8th & Ash,49.264215,-123.117772,Marulilu Cafe,291,4,Cafes,$$,16045684211,280.9232028,451 W Broadway
8th & Ash,49.264215,-123.117772,Uma Sushi,123,4.3,"Japanese, Sushi Bars",$$$,16044288588,294.9277968,450 W 8th Avenue
8th & Ash,49.264215,-123.117772,Yelp Community Week: Pablo Cheese Tart,74,4.8,Yelp Events,,,181.9261441,511 W Broadway
8th & Ash,49.264215,-123.117772,A.Bento,33,4,"Taiwanese, Soup, Hot Pot",$$,16044239585,140.9120664,656W Broadway
8th & Ash,49.264215,-123.117772,Yolks,360,3.6,"Coffee & Tea, Breakfast & Brunch",$$,16045599655,151.7986808,546 W Broadway
8th & Ash,49.264215,-123.117772,Kamei on Broadway,23,4.3,"Japanese, Sushi Bars, Asian Fusion",,16048763388,67.36141032,601 W Broadway
8th & Ash,49.264215,-123.117772,Salmon n' Bannock,221,4.5,Canadian (New),$$,16045688971,875.4916381,1128 W Broadway
8th & Ash,49.264215,-123.117772,Vij's Restaurant,415,4,Indian,$$$,16047366664,769.2302693,3106 Cambie Street
8th & Ash,49.264215,-123.117772,Pizza Rubato Napoletana,11,4.1,"Pizza, Italian",,16049090773,96.7549201,561 W Broadway
8th & Ash,49.264215,-123.117772,Yu Shang Hot Pot,81,4.3,Hot Pot,,16045646686,582.3220253,202-950 W Broadway
8th & Ash,49.264215,-123.117772,Banana Leaf,314,3.7,"Malaysian, Singaporean",$$,16047316333,362.97098,820 W Broadway
8th & Ash,49.264215,-123.117772,Menya Raizo,83,3.8,Ramen,$$,16048290697,352.6112897,401 W Broadway
Spyglass & Seawall,49.270877,-123.115103,Blue Water Cafe,1108,4.4,Seafood,$$$$,16046888078,737.5799629,1095 Hamilton St
Spyglass & Seawall,49.270877,-123.115103,The Flying Pig,1339,4,"Canadian (New), Seafood",$$,16045681344,683.6236259,1168 Hamilton Street
Spyglass & Seawall,49.270877,-123.115103,Lupo,459,4.3,Italian,$$$,16045692535,829.1991898,869 Hamilton Street
Spyglass & Seawall,49.270877,-123.115103,Robba da Matti,516,4.2,"Italian, Tapas Bars",$$,16045581174,650.3235103,1127 Mainland Street
Spyglass & Seawall,49.270877,-123.115103,Fanny Bay Oyster Bar & Shellfish Market,856,4.4,"Seafood, Seafood Markets",$$$,17783799510,862.6740349,762 Cambie St
Spyglass & Seawall,49.270877,-123.115103,OEB Breakfast Co. - Yaletown,863,4.3,Breakfast & Brunch,$$,16044233447,416.4704719,1137 Marinaside Crescent
Spyglass & Seawall,49.270877,-123.115103,Minami,784,4.2,"Japanese, Sushi Bars",$$$,16046858080,639.9604319,1118 Mainland Street
Spyglass & Seawall,49.270877,-123.115103,Rodney's Oyster House,851,4,Seafood,$$,16046090080,701.5151634,1228 Hamilton Street
Spyglass & Seawall,49.270877,-123.115103,Sushi Jin,144,4.6,"Japanese, Sushi Bars",$$$,16045598834,1155.879246,750 Nelson Street
Spyglass & Seawall,49.270877,-123.115103,Cioppino's Mediterranean Grill,206,4.2,"Mediterranean, Italian",$$$$,16046887466,708.8105112,1133 Hamilton Street
Spyglass & Seawall,49.270877,-123.115103,Elisa,220,4.2,Steakhouses,$$$$,16043625443,729.1957019,1109 Hamilton Street
Spyglass & Seawall,49.270877,-123.115103,Tutto,62,4.3,"Italian, Bars",$$$,16046338868,887.8747306,901 Homer St
Spyglass & Seawall,49.270877,-123.115103,The Mexican Antojitos Y Cantina,414,4.3,Mexican,$$,16045690955,1092.20672,1049 Granville Street
Spyglass & Seawall,49.270877,-123.115103,Provence Marinaside,367,3.6,"Seafood, French, Breakfast & Brunch",$$$,16046814144,423.8421501,1177 Marinaside Crescent
Spyglass & Seawall,49.270877,-123.115103,Saku,254,4.3,Japanese,$$,16044234600,872.1879909,548 W Broadway
Spyglass & Seawall,49.270877,-123.115103,La Taqueria Pinche Taco Shop,686,4.2,Mexican,$$,16045582549,831.6504451,2450 Yukon Street
Spyglass & Seawall,49.270877,-123.115103,Brix & Mortar,328,4,"Wine Bars, Canadian (New), Venues & Event Spaces",$$$,16049159463,724.1496066,1137 Hamilton Street
Spyglass & Seawall,49.270877,-123.115103,Moltaqa Moroccan Restaurant,155,4.2,"Mediterranean, Moroccan",$$,16048411182,680.9329819,1002 Mainland
Spyglass & Seawall,49.270877,-123.115103,Tasty Indian Bistro,236,4.1,Indian,$$,16044233300,748.3583088,1261 Hamilton Street
Spyglass & Seawall,49.270877,-123.115103,The Parlour,470,3.9,"Pizza, Lounges, Tapas/Small Plates",$$,16045683322,759.4538799,1011 Hamilton Street
Stamps Landing,49.26893,-123.11813,Mahony’s Tavern,164,2.7,Irish Pub,$$,16048760234,31.99734434,601 Stamps Landing
Stamps Landing,49.26893,-123.11813,Blue Water Cafe,1108,4.4,Seafood,$$$$,16046888078,839.240188,1095 Hamilton St
Stamps Landing,49.26893,-123.11813,The Flying Pig,1339,4,"Canadian (New), Seafood",$$,16045681344,736.0945554,1168 Hamilton Street
Stamps Landing,49.26893,-123.11813,Robba da Matti,516,4.2,"Italian, Tapas Bars",$$,16045581174,740.4516214,1127 Mainland Street
Stamps Landing,49.26893,-123.11813,Rodney's Oyster House,851,4,Seafood,$$,16046090080,703.9875892,1228 Hamilton Street
Stamps Landing,49.26893,-123.11813,OEB Breakfast Co. - Yaletown,863,4.3,Breakfast & Brunch,$$,16044233447,510.0150313,1137 Marinaside Crescent
Stamps Landing,49.26893,-123.11813,Minami,784,4.2,"Japanese, Sushi Bars",$$$,16046858080,730.683629,1118 Mainland Street
Stamps Landing,49.26893,-123.11813,Cioppino's Mediterranean Grill,206,4.2,"Mediterranean, Italian",$$$$,16046887466,779.7094953,1133 Hamilton Street
Stamps Landing,49.26893,-123.11813,Salmon n' Bannock,221,4.5,Canadian (New),$$,16045688971,1053.645822,1128 W Broadway
Stamps Landing,49.26893,-123.11813,Branas Mediterranean Grill,65,3.5,"Mediterranean, Greek",$$,16045686707,64.19855117,617 Stamps Landing
Stamps Landing,49.26893,-123.11813,Saku,254,4.3,Japanese,$$,16044234600,656.7376837,548 W Broadway
Stamps Landing,49.26893,-123.11813,Elisa,220,4.2,Steakhouses,$$$$,16043625443,819.1028967,1109 Hamilton Street
Stamps Landing,49.26893,-123.11813,La Taqueria Pinche Taco Shop,686,4.2,Mexican,$$,16045582549,714.047505,2450 Yukon Street
Stamps Landing,49.26893,-123.11813,The Wicklow Public House,90,3.4,Pubs,$$,16048790821,51.65737148,610 Stamps Landing
Stamps Landing,49.26893,-123.11813,Brix & Mortar,328,4,"Wine Bars, Canadian (New), Venues & Event Spaces",$$$,16049159463,794.5003917,1137 Hamilton Street
Stamps Landing,49.26893,-123.11813,Moltaqa Moroccan Restaurant,155,4.2,"Mediterranean, Moroccan",$$,16048411182,836.5845722,1002 Mainland
Stamps Landing,49.26893,-123.11813,Tasty Indian Bistro,236,4.1,Indian,$$,16044233300,733.6657151,1261 Hamilton Street
Stamps Landing,49.26893,-123.11813,Hokkaido Ramen Santouka,232,4.2,"Noodles, Ramen, Soup",$$,16045651770,656.0480775,558 W Broadway
Stamps Landing,49.26893,-123.11813,Yu Shang Hot Pot,81,4.3,Hot Pot,,16045646686,842.192268,202-950 W Broadway
Stamps Landing,49.26893,-123.11813,Manoush'eh,250,4.8,"Lebanese, Mediterranean, Halal",$,16044404402,1021.05135,620 Davie Street
Ontario & Seawall,49.271721,-123.104207,CRAFT Beer Market,527,3.4,"Beer Bar, Burgers, Canadian (New)",$$,16047092337,215.288324,85 W 1st Avenue
Ontario & Seawall,49.271721,-123.104207,Tap & Barrel - Olympic Village,470,3.1,"American, Wine Bars, Beer Bar",$$,16046852223,141.4094193,75 Athletes Way
Ontario & Seawall,49.271721,-123.104207,Phnom Penh,1711,4.2,"Cambodian, Vietnamese",$$,16046825777,863.8781912,244 E Georgia Street
Ontario & Seawall,49.271721,-123.104207,Gusto A Taste of Italy,90,4.2,"Desserts, Italian, Coffee & Tea",$$,16048748786,130.4179284,1610 Salt St
Ontario & Seawall,49.271721,-123.104207,Fanny Bay Oyster Bar & Shellfish Market,856,4.4,"Seafood, Seafood Markets",$$$,17783799510,1049.829411,762 Cambie St
Ontario & Seawall,49.271721,-123.104207,Lupo,459,4.3,Italian,$$$,16045692535,1192.644271,869 Hamilton Street
Ontario & Seawall,49.271721,-123.104207,Chambar,1556,4.2,Belgian,$$,16048797119,1024.556237,568 Beatty Street
Ontario & Seawall,49.271721,-123.104207,Bodega On Main,223,3.9,"Spanish, Tapas/Small Plates, Tapas Bars",$$,16045658815,532.1478152,1014 Main Street
Ontario & Seawall,49.271721,-123.104207,Terra Breads,140,4,"Bakeries, Cafes",$$,16048771183,190.5343632,1605 Manitoba Street
Ontario & Seawall,49.271721,-123.104207,Johnnie Fox's Irish Pub,122,3.9,"Irish, Pubs",$$,12365200933,261.9666169,1601 Main Street
Ontario & Seawall,49.271721,-123.104207,Jam Cafe on Beatty,1446,4.4,Breakfast & Brunch,$$,17783791992,1027.525522,556 Beatty Street
Ontario & Seawall,49.271721,-123.104207,The Flying Pig - Village,214,3.3,Canadian (New),$$,16045691111,344.6537687,127 W 2nd Avenue
Ontario & Seawall,49.271721,-123.104207,Kissa Tanto,299,4.1,"Japanese, Italian",$$$$,17783798078,1083.997181,263 E Pender Street
Ontario & Seawall,49.271721,-123.104207,Medina Cafe,2646,4.2,"Breakfast & Brunch, Middle Eastern, Wine Bars",$$,16048793114,1344.171029,780 Richards Street
Ontario & Seawall,49.271721,-123.104207,Bao Bei Chinese Brasserie,428,3.9,Chinese,$$$,16046880876,915.8911112,163 Keefer Street
Ontario & Seawall,49.271721,-123.104207,Saku,254,4.3,Japanese,$$,16044234600,1318.040729,548 W Broadway
Ontario & Seawall,49.271721,-123.104207,Torafuku,227,3.8,"Asian Fusion, Japanese, Vietnamese",$$,17789032006,571.4740522,958 Main Street
Ontario & Seawall,49.271721,-123.104207,Earnest Ice Cream,400,4.4,Ice Cream & Frozen Yogurt,$$,17783790697,331.2581122,1829 Quebec Street
Ontario & Seawall,49.271721,-123.104207,Hon's Wonton House,60,3.3,"Noodles, Cantonese",,16047080306,250.8078098,25 E 2nd Avenue
Ontario & Seawall,49.271721,-123.104207,Chinatown BBQ,317,4.4,"Barbeque, Cantonese",$$,16044282626,973.2906064,130 E Pender Street
Canada Place,49.287214,-123.11287,Miku,2315,4.4,"Japanese, Sushi Bars",$$$,16045683900,35.89487453,200 Granville Street
Canada Place,49.287214,-123.11287,Five Sails Restaurant,199,4.4,French,$$$$,16048442855,95.90250904,401-999 Canada Place
Canada Place,49.287214,-123.11287,Botanist,412,4.3,"Canadian (New), Diners, Breakfast & Brunch",$$$,16046955500,271.8573528,1038 Canada Place
Canada Place,49.287214,-123.11287,ARC Restaurant,186,4,"Canadian (New), Cocktail Bars",$$$,16046911818,62.88339577,900 Canada Place Way
Canada Place,49.287214,-123.11287,Riley's Fish & Steak,87,4.1,"Seafood, Diners, Steakhouses",,16046298800,169.2142181,200 Burrard Street
Canada Place,49.287214,-123.11287,Chop Steakhouse & Bar,44,4.2,"Steakhouses, Seafood, Lounges",,16043062222,220.9257133,1055 Canada Place
Canada Place,49.287214,-123.11287,Rogue Kitchen & Wetbar,397,3.5,"American, Gastropubs",$$,16046788000,232.7303393,601 W Cordova Street
Canada Place,49.287214,-123.11287,Nightingale,523,4.1,"Live/Raw Food, Canadian (New), Pizza",$$$,16046959500,356.1349623,1017 West Hastings Street
Canada Place,49.287214,-123.11287,Cactus Club Cafe,902,4.2,"Canadian (New), Cocktail Bars",$$,16046207410,458.1741488,1085 Canada Place
Canada Place,49.287214,-123.11287,Hydra Estiatorio,163,3.8,"Mediterranean, Greek",$$$,16044160880,282.7872906,825 W Pender Street
Canada Place,49.287214,-123.11287,Top of Vancouver Revolving Restaurant,398,3.2,American,$$$$,16046692220,288.0212208,555 W Hastings St
Canada Place,49.287214,-123.11287,Moose's Down Under,152,4,"Pubs, Australian, Comfort Food",$$,16046833300,306.679553,830 Pender Street W
Canada Place,49.287214,-123.11287,Palate Kitchen,127,4,"Coffee & Tea, Breakfast & Brunch",$$,16044281313,226.2403745,848 W Hastings Street
Canada Place,49.287214,-123.11287,Gotham Steakhouse & Bar,436,4.1,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046058282,526.7910527,615 Seymour Street
Canada Place,49.287214,-123.11287,Tap & Barrel - Convention Centre,343,3.8,Comfort Food,$$,16042359827,411.3976087,1055 Canada Place
Canada Place,49.287214,-123.11287,Chambar,1556,4.2,Belgian,$$,16048797119,814.4310312,568 Beatty Street
Canada Place,49.287214,-123.11287,Hy's Steakhouse & Cocktail Bar,356,4,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046837671,548.2821277,637 Hornby Street
Canada Place,49.287214,-123.11287,The Lobby Lounge and RawBar,121,3.9,"Lounges, Sushi Bars, Piano Bars",$$$,16046955557,271.8573528,1038 Canada Place
Canada Place,49.287214,-123.11287,Hawksworth Restaurant,672,4.1,Canadian (New),$$$,16046737000,623.6671216,801 W Georgia Street
Canada Place,49.287214,-123.11287,Lupo,459,4.3,Italian,$$$,16045692535,1053.665464,869 Hamilton Street
Granville & Georgia,49.282409,-123.118541,Hawksworth Restaurant,672,4.1,Canadian (New),$$$,16046737000,118.979057,801 W Georgia Street
Granville & Georgia,49.282409,-123.118541,Gotham Steakhouse & Bar,436,4.1,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046058282,200.4317828,615 Seymour Street
Granville & Georgia,49.282409,-123.118541,Medina Cafe,2646,4.2,"Breakfast & Brunch, Middle Eastern, Wine Bars",$$,16048793114,244.3430613,780 Richards Street
Granville & Georgia,49.282409,-123.118541,Jinya Ramen Bar - Vancouver,460,3.9,Ramen,$$,16046999377,233.6578504,541 Robson Street
Granville & Georgia,49.282409,-123.118541,Hy's Steakhouse & Cocktail Bar,356,4,"Steakhouses, Cocktail Bars, Seafood",$$$$,16046837671,255.6993966,637 Hornby Street
Granville & Georgia,49.282409,-123.118541,Miku,2315,4.4,"Japanese, Sushi Bars",$$$,16045683900,639.9338015,200 Granville Street
Granville & Georgia,49.282409,-123.118541,The Keg Steakhouse + Bar - Dunsmuir,193,3.8,"Seafood, Steakhouses, Bars",$$$,16046857502,196.3913572,688 Dunsmuir Street
Granville & Georgia,49.282409,-123.118541,Kokoro Tokyo Mazesoba,479,4.1,Japanese,$$,16045598872,276.0416301,551 Seymour Street
